Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation of cAMP/PKA Signal Transduction (GO:0141161)	1/14	0.16685151806400755	0.2139384495421937	0	0	5.8819320214669055	10.53248731177214	APP
Negative Regulation of Response to Stimulus (GO:0048585)	2/57	0.1684181029476462	0.2158147364565178	0	0	2.785426246904846	4.961695603920076	IGFBP3;PDCD1
Sterol Metabolic Process (GO:0016125)	2/58	0.1730285591896885	0.2211802377409474	0	0	2.7355475264035576	4.7989672398115495	IL4;ANGPTL3
Eye Development (GO:0001654)	2/58	0.1730285591896885	0.2211802377409474	0	0	2.7355475264035576	4.7989672398115495	TGFB2;EFEMP1
Intracellular Iron Ion Homeostasis (GO:0006879)	2/58	0.1730285591896885	0.2211802377409474	0	0	2.7355475264035576	4.7989672398115495	GDF2;BMP6
Muscle Organ Development (GO:0007517)	2/58	0.1730285591896885	0.2211802377409474	0	0	2.7355475264035576	4.7989672398115495	CXCL10;IGF1
Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902229)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	CXCL12
Regulation of Monocyte Differentiation (GO:0045655)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	CSF1
Amyloid-Beta Metabolic Process (GO:0050435)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	MMP12
Aorta Development (GO:0035904)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	TGFBR2
Regulation of Peptidase Activity (GO:0052547)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	ECM1
Regulation of Response to Endoplasmic Reticulum Stress (GO:1905897)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	APP
Regulation of Sensory Perception of Pain (GO:0051930)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	CCL3
Copper Ion Homeostasis (GO:0055070)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	APP
Defense Response to Protozoan (GO:0042832)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	PF4
Digestive System Development (GO:0055123)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	KIT
Stem Cell Development (GO:0048864)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	NRG1
Sympathetic Nervous System Development (GO:0048485)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	GDNF
Genitalia Development (GO:0048806)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	WNT5A
Mammary Gland Epithelium Development (GO:0061180)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	CSF1R
Negative Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900226)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	TREM2
Negative Regulation of Macrophage Activation (GO:0043031)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	CX3CL1
Negative Regulation of Phagocytosis (GO:0050765)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	TLR2
Odontogenesis of Dentin-Containing Tooth (GO:0042475)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	BMP2
Positive Regulation of Glycogen Metabolic Process (GO:0070875)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	IGF1
Positive Regulation of Immunoglobulin Mediated Immune Response (GO:0002891)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	XCL1
Positive Regulation of Transmembrane Transport (GO:0034764)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	GH1
Protein Trimerization (GO:0070206)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	APP
Regulation of Cholesterol Storage (GO:0010885)	1/15	0.17764833319270015	0.22393547428995375	0	0	5.461517165005537	9.437224975721175	TREM2
Response to Retinoic Acid (GO:0032526)	2/60	0.18230945505633972	0.22953419341430722	0	0	2.6409499530390446	4.495028163164934	WNT3A;WNT5A
Positive Regulation of Cell Cycle (GO:0045787)	2/60	0.18230945505633972	0.22953419341430722	0	0	2.6409499530390446	4.495028163164934	APP;TGFB2
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	3/114	0.1839856505880366	0.23150512325646988	0	0	2.0724239864864864	3.5084014071101	ICOSLG;TNFRSF21;CD276
Negative Regulation of Canonical NF-kappaB Signal Transduction (GO:0043124)	2/61	0.18697733408294498	0.23412198042205487	0	0	2.5960561894084284	4.352983626809514	TGFBR3;TREM2
Regulation of Establishment or Maintenance of Cell Polarity (GO:0032878)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	TEK
T Cell Homeostasis (GO:0043029)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	LGALS3
Regulation of Osteoblast Proliferation (GO:0033688)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	BMP2
Autonomic Nervous System Development (GO:0048483)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	GDNF
Regulation of Presynapse Assembly (GO:1905606)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	WNT3A
Regulation of Presynapse Organization (GO:0099174)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	WNT3A
Regulation of Response to Cytokine Stimulus (GO:0060759)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	WNT5A
Retrograde Axonal Transport (GO:0008090)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	NEFL
Mesonephric Tubule Development (GO:0072164)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	BMP7
Mitochondrion Transport Along Microtubule (GO:0047497)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	NEFL
Negative Regulation of Activin Receptor Signaling Pathway (GO:0032926)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	FSTL3
Negative Regulation of Amyloid-Beta Formation (GO:1902430)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	IGF1
Negative Regulation of Natural Killer Cell Mediated Immunity (GO:0002716)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	LGALS9
Negative Regulation of Protein Processing (GO:0010955)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	PLAU
Negative Regulation of Release of Cytochrome C From Mitochondria (GO:0090201)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	IGF1
Negative Regulation of Signaling Receptor Activity (GO:2000272)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	TNF
Neuron Fate Commitment (GO:0048663)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	TGFBR1
Neurotrophin Signaling Pathway (GO:0038179)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	NGF
Photoreceptor Cell Development (GO:0042461)	1/16	0.18830576511458097	0.23412198042205487	0	0	5.097157622739018	8.510664074569197	VEGFA
Phosphorylation (GO:0016310)	6/298	0.1908161163793873	0.23710207088758592	0	0	1.5795928312307108	2.616508736002999	CCL11;IGFBP3;PDGFB;ADAM10;CCL2;GAS6
Canonical Wnt Signaling Pathway (GO:0060070)	2/63	0.19636177354029868	0.24272518530836143	0	0	2.5106844421764367	4.086883442351633	WNT3A;WNT5A
Regulation of Hematopoietic Progenitor Cell Differentiation (GO:1901532)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	KITLG
Regulation of Protein Tyrosine Kinase Activity (GO:0061097)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	CSF1R
Regulation of Receptor Recycling (GO:0001919)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	PCSK9
Regulation of Sodium Ion Transmembrane Transporter Activity (GO:2000649)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	PCSK9
Cell Junction Maintenance (GO:0034331)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	CSF1R
Cellular Response to dsRNA (GO:0071359)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	IFNB1
Defense Response to Symbiont (GO:0140546)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	PF4
Epithelial Cell Migration (GO:0010631)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	KIT
Eye Photoreceptor Cell Development (GO:0042462)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	VEGFA
Gliogenesis (GO:0042063)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	TGFB2
Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	KIT
Ionotropic Glutamate Receptor Signaling Pathway (GO:0035235)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	APP
Killing by Host of Symbiont Cells (GO:0051873)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	PF4
Lymphocyte Mediated Immunity (GO:0002449)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	CD70
Muscle Cell Development (GO:0055001)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	ENG
Myoblast Fusion (GO:0007520)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	ADAMTS5
Negative Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902992)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	IGF1
Negative Regulation of Cation Transmembrane Transport (GO:1904063)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	MMP9
Negative Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002862)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	TREM2
Negative Regulation of Striated Muscle Cell Differentiation (GO:0051154)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	BMP2
Neural Tube Development (GO:0021915)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	TGFB1
Neuron Projection Organization (GO:0106027)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	APP
Organophosphate Catabolic Process (GO:0046434)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	ANGPTL3
Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	PDGFB
Positive Regulation of Cholesterol Metabolic Process (GO:0090205)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	FGF1
Positive Regulation of Potassium Ion Transport (GO:0043268)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	TREM2
Positive Regulation of Regulatory T Cell Differentiation (GO:0045591)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	VSIR
Protein Autoprocessing (GO:0016540)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	PCSK9
Regulation of Brown Fat Cell Differentiation (GO:0090335)	1/17	0.1988256063387152	0.24272518530836143	0	0	4.778343023255814	7.718587401604732	LEP
Positive Regulation of Mitotic Cell Cycle Phase Transition (GO:1901992)	2/64	0.2010759476669882	0.24532908968126405	0	0	2.4700640140579893	3.9621619884013795	ADAMTS1;EGFR
Regulation of Endocytosis (GO:0030100)	2/65	0.20580321380363248	0.25065776040186005	0	0	2.430733123340127	3.842587607034715	LGALS3;CCL19
Anterior/Posterior Pattern Specification (GO:0009952)	2/65	0.20580321380363248	0.25065776040186005	0	0	2.430733123340127	3.842587607034715	BMP2;TGFBR1
Fat Cell Differentiation (GO:0045444)	2/65	0.20580321380363248	0.25065776040186005	0	0	2.430733123340127	3.842587607034715	IL11;ADIPOQ
Regulation of Epidermal Cell Differentiation (GO:0045604)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	BMP4
Regulation of Exosomal Secretion (GO:1903541)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	IFNG
Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002861)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	TREM2
Regulation of Integrin-Mediated Signaling Pathway (GO:2001044)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	TIMP1
Regulation of Lymphocyte Activation (GO:0051249)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	LEP
Regulation of Protein-Containing Complex Disassembly (GO:0043244)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	TNF
Regulation of Steroid Biosynthetic Process (GO:0050810)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	BMP2
Response to Axon Injury (GO:0048678)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	TREM2
Detection of Mechanical Stimulus Involved in Sensory Perception (GO:0050974)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	KIT
Embryo Development Ending in Birth or Egg Hatching (GO:0009792)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	TGFB2
Neural Crest Cell Differentiation (GO:0014033)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	NRG1
Positive Regulation of Muscle Cell Differentiation (GO:0051149)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	NRG1
Positive Regulation of Muscle Hypertrophy (GO:0014742)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	IGF1
Regulation of Activin Receptor Signaling Pathway (GO:0032925)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	FSTL3
Regulation of Acute Inflammatory Response (GO:0002673)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	IL6
Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991)	1/18	0.2092096263302128	0.2524527246132476	0	0	4.49703602371181	7.0352464985563365	APP
Negative Regulation of DNA-binding Transcription Factor Activity (GO:0043433)	3/122	0.21040549755533958	0.2537492728740102	0	0	1.932313550420168	3.0119332061641537	XCL1;TNFRSF4;BMP7
Response to Interferon-Alpha (GO:0035455)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	GAS6
Dopamine Metabolic Process (GO:0042417)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	TGFB2
Glycoprotein Catabolic Process (GO:0006516)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	MMP12
Import Into Cell (GO:0098657)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	TREM2
Limb Morphogenesis (GO:0035108)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	TGFB2
Negative Regulation of Inflammasome-Mediated Signaling Pathway (GO:0141086)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	TREM2
Negative Regulation of Reactive Oxygen Species Metabolic Process (GO:2000378)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	MMP3
Positive Regulation of Axon Extension (GO:0045773)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	VEGFA
Positive Regulation of Embryonic Development (GO:0040019)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	WNT3A
Positive Regulation of Hormone Secretion (GO:0046887)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	GPNMB
Positive Regulation of Stem Cell Differentiation (GO:2000738)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	TGFB2
Regulation of B Cell Differentiation (GO:0045577)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	INHBA
Regulation of Rac Protein Signal Transduction (GO:0035020)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	TEK
Regulation of Behavior (GO:0050795)	1/19	0.21945957195697263	0.26254751310250307	0	0	4.246985357450474	6.440923826459096	CCL3
Cholesterol Metabolic Process (GO:0008203)	2/68	0.22005245648998584	0.2629557656169642	0	0	2.3198915222261527	3.512059004765722	IL4;ANGPTL3
Positive Regulation of Type I Interferon Production (GO:0032481)	2/68	0.22005245648998584	0.2629557656169642	0	0	2.3198915222261527	3.512059004765722	GPNMB;TLR2
Calcium Ion Transport (GO:0006816)	3/126	0.2239162496913412	0.2674199782028018	0	0	1.869092987804878	2.7970662224911136	CCL5;CCL3;GAS6
Skin Development (GO:0043588)	2/69	0.22482111444348496	0.26834730393311457	0	0	2.285150124862071	3.410472852087571	WNT5A;ADAM9
Negative Regulation of MAPK Cascade (GO:0043409)	3/127	0.22732075734741547	0.2711760176119283	0	0	1.8539251512096775	2.746392169640135	IL1B;ADIPOQ;TREM2
B Cell Mediated Immunity (GO:0019724)	1/20	0.2295771676714695	0.2718505838149412	0	0	4.023255813953488	5.920285557485273	CD70
Regulation of Fibroblast Migration (GO:0010762)	1/20	0.2295771676714695	0.2718505838149412	0	0	4.023255813953488	5.920285557485273	TGFB1
